"YOB","Gender","Income","HouseholdStatus","EducationLevel","Party","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","UserID","votes"
1972,"Male","$25,001 - $50,000","Married (w/kids)","Associate's Degree","Libertarian","Yes","No","No","Yes","No","Yes","Public","No","No","No","No","Yes","No","No","Art","Try first","Yes","No","Yes","No","Giving","Yes","No","Idealist","Yes","Yes","Cool headed","Standard hours","Yes","Happy","Yes","No","Yes","No","P.M.","Yes","End","Yes","No","Me","Yes","Yes","Yes","Yes","No","TMI","No","Yes","Talk","People","Yes","Yes","No","Yes","Yes","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","Yes","No","Yes","No","Yay people!","Yes","No","No","Yes","No","No","Yes","No","No","Yes","No","No","Rent","Pessimist","Dad","Yes","Yes","Yes","Yes","Nope","No","No","No","Yes","Yes","No","Yes","No","Yes","Yes",6718,97
1995,"Female","$75,000 - $100,000","Single (no kids)","Current Undergraduate","Independent","No","Yes","Yes","No","Yes","Yes","Public","No","No","No","No","Yes","No","Yes","Science","Study first","No","No","No","No","Giving","No","Yes","Pragmatist","Yes","No","Hot headed","Odd hours","No","Happy","No","Yes","Yes","No","P.M.","Yes","Start","Yes","Yes","Circumstances","Yes","Yes","Yes","No","No","TMI","No","No","Tunes","People","No","No","No","No","Yes","Supportive","Yes","PC","Yes","Cautious","No","Umm...","Yes","Socialize","No","Online","No","Yes","Yes","No","Grrr people","No","No","No","No","No","Yes","No","No","No","No","No","No","Own","Optimist","Mom","No","No","Yes","Yes","Nope","No","No","No","No","Yes","No","Yes","No","No","No",6719,23
1979,"Male","over $150,000","Married (w/kids)","Master's Degree","Republican","Yes","Yes","No","Yes","No","No","Private","No","Yes","No","Yes","No","Yes","Yes","Science","Study first","Yes","Yes","Yes","No","Giving","Yes","No","Idealist","No","No","Hot headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","No","Yes","No","No","Yes","Mysterious","No","No","Talk","People","Yes","Yes","Yes","No","No","Supportive","Yes","PC","No","Cautious","No","Yes!","No","Socialize","Yes","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Own","Pessimist","Mom","No","Yes","No","Yes","Check!","No","No","No","No","Yes","No","Only-child","No","No","No",6722,100
1992,"Male","under $25,000","Single (no kids)","Current Undergraduate","Democrat","No","Yes","No","Yes","Yes","No","Public","No","Yes","No","Yes","No","Yes","No","Science","Study first","No","Yes","Yes","Yes","Giving","No","No","Pragmatist","Yes","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","A.M.","Yes","Start","No","No","Circumstances","Yes","No","No","Yes","No","Mysterious","No","No","Tunes","People","No","No","Yes","Yes","Yes","Supportive","Yes","PC","Yes","Cautious","Yes","Yes!","Yes","Space","Yes","In-person","Yes","No","Yes","Yes","Grrr people","No","No","Yes","No","Yes","No","No","No","No","Yes","No","No","Rent","Optimist","Dad","No","No","No","Yes","Nope","No","No","Yes","Yes","No","Yes","Yes","Yes","No","No",6724,24
1943,"Male","$50,000 - $74,999","Married (no kids)","High School Diploma","Republican","No","Yes","No","No","No","No","Public","No","No","No","No","Yes","No","Yes","Science","Study first","No","No","Yes","Yes","Giving","Yes","No","Idealist","No","No","Cool headed","Odd hours","Yes","Happy","Yes","Yes","No","No","A.M.","Yes","End","Yes","Yes","Me","No","No","No","No","Yes","Mysterious","No","No","Talk","People","Yes","No","No","Yes","Yes","Demanding","No","PC","Yes","Risk-friendly","No","Umm...","No","Space","No","Online","Yes","No","Yes","Yes","Yay people!","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Own","Optimist","Dad","No","Yes","Yes","No","Check!","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6739,30
1981,"Male","under $25,000","Single (no kids)","Current Undergraduate","Libertarian","Yes","Yes","No","No","No","No","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Try first","No","No","No","No","Receiving","No","No","Pragmatist","No","Yes","Cool headed","Odd hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","End","Yes","Yes","Me","Yes","Yes","No","Yes","No","TMI","No","No","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Socialize","No","Online","Yes","Yes","Yes","No","Grrr people","Yes","No","Yes","No","Yes","No","No","Yes","No","Yes","No","No","Rent","Optimist","Dad","Yes","Yes","No","Yes","Check!","Yes","No","No","Yes","No","No","Yes","No","No","Yes",6740,81
1997,"Male","$75,000 - $100,000","Single (no kids)","Current K-12","Other","No","No","No","No","Yes","Yes","Public","No","No","No","No","No","Yes","Yes","Science","Study first","No","Yes","Yes","Yes","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","No","No","Yes","No","No","Mysterious","No","No","Talk","People","Yes","Yes","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","Yes","In-person","No","No","Yes","Yes","Yay people!","Yes","No","Yes","No","No","No","Yes","No","No","No","Yes","No","Own","Optimist","Mom","No","No","No","Yes","Nope","No","No","No","No","Yes","Yes","Yes","No","No","Yes",6753,83
1964,"Male","over $150,000","Married (w/kids)","Master's Degree","Republican","Yes","No","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Try first","Yes","No","No","No","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Standard hours","No","Right","Yes","Yes","Yes","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","Yes","Yes","Yes","TMI","Yes","No","Tunes","People","No","No","No","Yes","No","Supportive","Yes","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","No","Online","No","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes",6760,44
1997,"Male","over $150,000","Single (no kids)","Doctoral Degree","Democrat","No","Yes","No","No","Yes","Yes","Public","Yes","Yes","No","Yes","Yes","Yes","Yes","Science","Try first","No","Yes","Yes","No","Giving","No","No","Idealist","Yes","No","Hot headed","Odd hours","No","Right","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","Yes","Me","Yes","Yes","No","Yes","No","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Risk-friendly","No","Umm...","No","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","No","No","No","No","No","No","No","No","Own","Optimist","Mom","No","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Only-child","No","No","Yes",6768,96
1990,"Male","$50,000 - $74,999","Single (no kids)","Current K-12","Independent","Yes","Yes","No","No","No","Yes","Public","No","No","Yes","Yes","No","No","Yes","Art","Try first","Yes","No","No","Yes","Receiving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","No","No","No","No","P.M.","No","Start","No","No","Circumstances","Yes","No","Yes","Yes","No","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","No","No","Supportive","No","Mac","No","Risk-friendly","No","Yes!","No","Space","No","In-person","No","No","Yes","Yes","Yay people!","No","No","No","Yes","No","No","No","No","No","No","No","No","Own","Pessimist","Dad","No","No","No","Yes","Nope","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No",6771,75
1984,"Female","$100,001 - $150,000","Married (no kids)","Bachelor's Degree","Republican","No","No","No","No","Yes","Yes","Public","No","Yes","No","Yes","No","No","Yes","Science","Try first","No","No","No","No","Giving","No","No","Pragmatist","No","Yes","Cool headed","Odd hours","No","Right","Yes","Yes","No","No","P.M.","Yes","End","No","Yes","Circumstances","Yes","Yes","Yes","No","No","Mysterious","No","No","Tunes","Technology","No","No","No","No","Yes","Supportive","No","PC","No","Risk-friendly","Yes","Yes!","No","Space","Yes","In-person","Yes","No","Yes","Yes","Yay people!","Yes","No","No","No","Yes","Yes","No","No","No","Yes","Yes","Yes","Own","Optimist","Dad","No","Yes","Yes","No","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes",6774,28
1977,"Female","over $150,000","Married (w/kids)","Bachelor's Degree","Republican","Yes","No","No","Yes","Yes","Yes","Public","Yes","Yes","No","Yes","No","No","Yes","Art","Study first","Yes","Yes","Yes","Yes","Receiving","Yes","Yes","Idealist","Yes","Yes","Hot headed","Standard hours","Yes","Happy","Yes","Yes","Yes","Yes","P.M.","No","Start","Yes","No","Me","Yes","No","Yes","Yes","Yes","TMI","Yes","Yes","Tunes","Technology","No","Yes","Yes","No","No","Supportive","Yes","Mac","Yes","Risk-friendly","No","Umm...","No","Space","No","Online","Yes","No","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Own","Pessimist","Dad","Yes","Yes","Yes","No","Check!","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No",6775,32
1973,"Female","$50,000 - $74,999","Single (no kids)","Master's Degree","Democrat","Yes","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","Yes","Yes","Art","Study first","No","No","No","Yes","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Standard hours","Yes","Right","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","No","No","Yes","Yes","Yes","Mysterious","Yes","No","Talk","People","No","Yes","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","Yes","Umm...","No","Socialize","Yes","In-person","No","No","Yes","Yes","Grrr people","Yes","No","No","Yes","No","Yes","Yes","No","No","No","Yes","No","Own","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","No","Yes","No","Yes","Yes","No","Yes",6780,89
1994,"Male","$100,001 - $150,000","Single (no kids)","Current Undergraduate","Libertarian","No","No","No","No","No","Yes","Public","No","No","No","No","No","Yes","Yes","Art","Study first","No","Yes","No","Yes","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Odd hours","No","Happy","No","Yes","No","No","P.M.","Yes","End","Yes","No","Circumstances","No","No","Yes","Yes","No","Mysterious","No","No","Tunes","People","No","No","Yes","Yes","Yes","Supportive","No","Mac","No","Cautious","Yes","Yes!","No","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","Own","Optimist","Dad","No","No","No","Yes","Nope","Yes","No","No","No","Yes","Yes","Only-child","Yes","No","No",6787,92
1998,"Female","under $25,000","Single (no kids)","Current K-12","Republican","Yes","No","No","No","Yes","Yes","Public","No","No","No","No","No","Yes","No","Art","Try first","Yes","No","No","Yes","Giving","Yes","Yes","Idealist","No","Yes","Hot headed","Standard hours","No","Happy","No","No","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","No","Yes","No","TMI","No","Yes","Tunes","People","No","No","Yes","No","Yes","Demanding","No","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","No","No","No","Yes","Yay people!","No","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No","Rent","Optimist","Mom","No","Yes","Yes","Yes","Check!","No","No","No","Yes","Yes","No","Yes","No","No","Yes",6788,43
1969,"Male","under $25,000","Single (no kids)","Bachelor's Degree","Independent","Yes","Yes","No","No","No","Yes","Public","No","No","No","Yes","Yes","No","Yes","Art","Study first","No","No","No","No","Giving","Yes","No","Idealist","No","Yes","Cool headed","Standard hours","No","Right","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","No","Yes","No","Mysterious","No","Yes","Tunes","Technology","No","Yes","No","No","No","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Space","Yes","In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","No","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Own","Pessimist","Mom","No","Yes","Yes","No","Nope","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No",6793,42
1999,"Male","over $150,000","Single (no kids)","Current K-12","Republican","Yes","Yes","No","No","Yes","Yes","Public","No","No","No","Yes","No","No","Yes","Science","Study first","Yes","Yes","Yes","Yes","Giving","No","Yes","Idealist","No","Yes","Cool headed","Standard hours","No","Right","Yes","Yes","No","Yes","P.M.","No","Start","Yes","No","Circumstances","No","No","Yes","Yes","Yes","Mysterious","No","No","Tunes","People","Yes","Yes","Yes","Yes","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Socialize","Yes","In-person","No","No","Yes","Yes","Yay people!","Yes","No","Yes","No","No","Yes","Yes","No","No","No","Yes","Yes","Own","Optimist","Dad","No","No","No","Yes","Nope","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6794,85
1998,"Male","over $150,000","Single (no kids)","Current K-12","Republican","No","No","No","No","No","Yes","Private","No","No","No","Yes","Yes","Yes","Yes","Science","Study first","Yes","Yes","Yes","Yes","Receiving","Yes","Yes","Idealist","No","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","Yes","Me","Yes","No","No","Yes","Yes","Mysterious","No","No","Tunes","People","Yes","Yes","No","Yes","No","Supportive","Yes","Mac","No","Risk-friendly","No","Yes!","Yes","Socialize","No","Online","Yes","No","No","Yes","Yay people!","Yes","No","Yes","No","Yes","Yes","No","No","No","Yes","No","Yes","Rent","Optimist","Dad","No","Yes","Yes","No","Nope","Yes","No","No","Yes","Yes","Yes","Only-child","No","Yes","Yes",6800,73
1987,"Female","over $150,000","Married (no kids)","Doctoral Degree","Libertarian","No","Yes","No","No","Yes","No","Private","No","Yes","No","Yes","Yes","Yes","Yes","Art","Try first","Yes","Yes","No","Yes","Receiving","No","No","Pragmatist","Yes","No","Cool headed","Odd hours","No","Right","No","Yes","Yes","No","P.M.","Yes","End","No","No","Me","No","No","Yes","No","No","Mysterious","No","No","Talk","Technology","Yes","Yes","Yes","Yes","Yes","Supportive","Yes","PC","No","Risk-friendly","No","Umm...","No","Socialize","No","In-person","No","Yes","No","Yes","Grrr people","Yes","No","Yes","Yes","No","No","No","No","No","No","Yes","Yes","Rent","Pessimist","Dad","No","No","No","No","Check!","No","No","No","No","Yes","Yes","Only-child","No","Yes","Yes",6805,26
1997,"Male","under $25,000","Single (no kids)","Current K-12","Libertarian","Yes","Yes","No","No","No","Yes","Public","No","Yes","Yes","Yes","Yes","Yes","Yes","Science","Try first","Yes","No","No","Yes","Giving","Yes","No","Idealist","Yes","Yes","Hot headed","Odd hours","No","Right","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","No","Yes","Yes","TMI","Yes","Yes","Tunes","People","No","Yes","No","Yes","Yes","Demanding","No","PC","Yes","Risk-friendly","No","Yes!","No","Socialize","Yes","In-person","No","No","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","Yes","No","Yes","No","No","Yes","No","Own","Pessimist","Dad","Yes","Yes","Yes","No","Nope","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes",6814,48
1985,"Female","$75,000 - $100,000","Married (no kids)","Master's Degree","Other","No","Yes","No","Yes","Yes","Yes","Public","Yes","No","No","Yes","No","Yes","Yes","Science","Study first","No","Yes","Yes","No","Giving","No","Yes","Pragmatist","No","Yes","Hot headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","Yes","End","Yes","No","Circumstances","No","Yes","Yes","Yes","No","Mysterious","No","Yes","Tunes","People","Yes","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","No","Yes!","No","Socialize","Yes","In-person","Yes","Yes","No","Yes","Yay people!","Yes","No","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes","Own","Optimist","Mom","No","Yes","Yes","Yes","Check!","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6822,99
1970,"Male","$50,000 - $74,999","Single (w/kids)","Current K-12","Libertarian","Yes","No","No","No","Yes","Yes","Private","No","No","No","No","Yes","No","Yes","Art","Try first","No","Yes","No","No","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Standard hours","No","Right","Yes","Yes","No","No","P.M.","No","Start","Yes","Yes","Me","No","No","No","Yes","No","TMI","No","No","Tunes","Technology","No","Yes","Yes","Yes","No","Demanding","No","Mac","No","Risk-friendly","No","Umm...","Yes","Space","No","In-person","No","No","No","Yes","Grrr people","Yes","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Own","Optimist","Dad","Yes","Yes","Yes","No","Nope","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No",6825,94
1994,"Female","$75,000 - $100,000","Single (no kids)","Current Undergraduate","Democrat","Yes","No","No","No","Yes","Yes","Public","Yes","Yes","No","Yes","No","No","Yes","Art","Try first","No","No","No","Yes","Receiving","Yes","Yes","Idealist","No","Yes","Cool headed","Standard hours","No","Right","Yes","Yes","No","No","P.M.","Yes","Start","No","Yes","Circumstances","No","Yes","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","Yes","No","Demanding","Yes","PC","No","Cautious","Yes","Umm...","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","No","No","Yes","No","No","Yes","No","No","No","No","No","No","Own","Pessimist","Dad","No","No","No","No","Nope","No","No","No","No","No","No","Yes","No","No","No",6828,93
1981,"Male","$25,001 - $50,000","Married (w/kids)","Bachelor's Degree","Republican","No","Yes","No","Yes","Yes","No","Public","Yes","No","No","Yes","No","No","Yes","Science","Study first","No","No","No","Yes","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Odd hours","No","Right","Yes","Yes","No","No","P.M.","Yes","Start","No","No","Me","Yes","No","No","No","No","Mysterious","No","Yes","Talk","Technology","Yes","Yes","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Space","No","Online","No","No","Yes","Yes","Grrr people","Yes","No","Yes","No","No","No","Yes","No","No","No","Yes","No","Rent","Pessimist","Dad","Yes","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes",6839,101
1995,"Female","over $150,000","Single (no kids)","Current K-12","Republican","No","Yes","No","No","No","Yes","Public","Yes","No","No","Yes","No","Yes","Yes","Science","Try first","Yes","Yes","Yes","Yes","Receiving","Yes","No","Idealist","No","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","No","No","No","No","No","TMI","No","Yes","Tunes","People","Yes","Yes","No","No","Yes","Supportive","Yes","Mac","No","Cautious","No","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Yay people!","No","Yes","Yes","No","No","Yes","Yes","Yes","No","No","Yes","Yes","Own","Optimist","Dad","No","No","Yes","No","Check!","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No",6841,63
