"YOB","Gender","Income","HouseholdStatus","EducationLevel","Party","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","UserID","Happy","votes"
1996,"Male","$75,000 - $100,000","Single (no kids)","Current K-12","Republican","No","No","No","No","No","Yes","Private","Yes","Yes","No","Yes","No","Yes","No","Science","Try first","Yes","Yes","Yes","No","Receiving","Yes","Yes","Idealist","Yes","No","Cool headed","Odd hours","No","Right","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","Yes","Me","No","No","Yes","Yes","No","TMI","No","No","Tunes","People","No","Yes","Yes","No","Yes","Demanding","Yes","PC","No","Cautious","No","Umm...","No","Socialize","Yes","In-person","No","No","Yes","Yes","Grrr people","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","Own","Pessimist","Dad","No","No","No","No","Nope","Yes","No","Yes","No","Yes","No","Yes","No","No","Yes",8719,1,22
1987,"Female","under $25,000","Domestic Partners (no kids)","Associate's Degree","Democrat","Yes","No","Yes","No","Yes","Yes","Private","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","No","Yes","Yes","No","Receiving","Yes","Yes","Pragmatist","Yes","No","Cool headed","Standard hours","No","Right","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","Yes","No","No","Mysterious","Yes","Yes","Tunes","People","Yes","Yes","No","Yes","Yes","Supportive","Yes","PC","Yes","Cautious","No","Umm...","No","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","No","No","Yes","Yes","No","No","Yes","No","No","No","Yes","Yes","Rent","Optimist","Mom","Yes","Yes","Yes","Yes","Check!","Yes","No","No","No","Yes","Yes","Only-child","Yes","Yes","No",8721,1,21
1995,"Female","$25,001 - $50,000","Single (w/kids)","Current Undergraduate","Republican","No","Yes","No","No","No","Yes","Public","Yes","Yes","Yes","Yes","Yes","No","Yes","Art","Study first","No","Yes","Yes","Yes","Giving","No","Yes","Idealist","No","Yes","Hot headed","Standard hours","Yes","Happy","Yes","No","No","Yes","A.M.","Yes","Start","Yes","No","Me","No","Yes","Yes","Yes","Yes","TMI","No","No","Tunes","People","Yes","No","No","Yes","No","Demanding","Yes","PC","Yes","Cautious","No","Yes!","Yes","Space","No","Online","Yes","No","Yes","Yes","Grrr people","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Own","Optimist","Mom","No","No","Yes","Yes","Nope","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No",8722,1,21
1996,"Male","$100,001 - $150,000","Single (no kids)","Current K-12","Republican","Yes","Yes","No","No","No","Yes","Private","No","Yes","No","Yes","No","No","Yes","Art","Study first","Yes","Yes","Yes","No","Giving","Yes","Yes","Idealist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","No","No","Yes","P.M.","No","End","Yes","No","Me","No","Yes","Yes","Yes","Yes","Mysterious","No","No","Tunes","People","No","Yes","Yes","Yes","Yes","Supportive","No","Mac","No","Cautious","No","Yes!","No","Socialize","Yes","In-person","No","No","Yes","Yes","Grrr people","No","No","No","Yes","No","Yes","No","Yes","Yes","No","Yes","No","Own","Pessimist","Mom","No","Yes","No","Yes","Nope","Yes","No","No","No","No","No","Yes","No","No","No",8735,0,21
1997,"Male","under $25,000","Single (no kids)","Current K-12","Republican","Yes","No","No","No","Yes","Yes","Private","No","No","No","Yes","Yes","Yes","Yes","Art","Try first","Yes","Yes","Yes","Yes","Giving","No","Yes","Pragmatist","No","Yes","Hot headed","Standard hours","Yes","Happy","Yes","No","No","No","P.M.","Yes","Start","Yes","Yes","Circumstances","No","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","People","No","No","Yes","Yes","No","Supportive","Yes","Mac","No","Risk-friendly","No","Yes!","No","Socialize","Yes","In-person","No","Yes","No","Yes","Yay people!","No","Yes","No","No","No","Yes","No","No","No","No","Yes","Yes","Rent","Optimist","Dad","Yes","Yes","No","Yes","Check!","Yes","No","No","No","Yes","Yes","Yes","No","No","Yes",8738,1,24
1990,"Male","under $25,000","Single (no kids)","Bachelor's Degree","Independent","No","Yes","No","No","No","Yes","Public","Yes","Yes","Yes","Yes","No","No","Yes","Art","Try first","Yes","No","Yes","No","Giving","No","Yes","Idealist","No","No","Hot headed","Standard hours","No","Happy","No","Yes","Yes","No","A.M.","No","End","Yes","Yes","Circumstances","Yes","Yes","No","Yes","Yes","TMI","No","No","Tunes","Technology","No","No","Yes","No","No","Demanding","Yes","Mac","Yes","Risk-friendly","No","Yes!","Yes","Socialize","No","In-person","Yes","Yes","No","Yes","Grrr people","Yes","No","Yes","Yes","No","No","Yes","No","No","Yes","No","No","Rent","Pessimist","Mom","Yes","No","Yes","No","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No",8740,0,20
1996,"Female","under $25,000","Single (no kids)","Current K-12","Independent","Yes","Yes","Yes","No","Yes","No","Private","Yes","Yes","Yes","No","Yes","Yes","No","Art","Try first","Yes","No","Yes","No","Receiving","Yes","Yes","Idealist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","No","No","Yes","Yes","No","TMI","No","No","Tunes","People","Yes","Yes","Yes","No","Yes","Supportive","Yes","Mac","Yes","Risk-friendly","No","Yes!","No","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Own","Optimist","Dad","No","No","Yes","No","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes",8744,0,20
1995,"Female","over $150,000","Single (no kids)","Current K-12","Republican","Yes","Yes","No","No","No","Yes","Private","Yes","No","No","Yes","No","No","Yes","Science","Study first","Yes","Yes","Yes","Yes","Giving","No","Yes","Pragmatist","No","Yes","Hot headed","Standard hours","Yes","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","Yes","Yes","Yes","Mysterious","No","Yes","Tunes","People","Yes","No","Yes","Yes","No","Demanding","Yes","Mac","No","Cautious","No","Umm...","No","Space","Yes","In-person","No","No","No","Yes","Grrr people","No","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","Own","Pessimist","Dad","No","Yes","Yes","No","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes",8769,1,22
1997,"Male","under $25,000","Single (no kids)","Current K-12","Republican","Yes","No","No","No","No","Yes","Public","No","Yes","Yes","Yes","No","Yes","Yes","Science","Try first","Yes","Yes","Yes","No","Giving","No","No","Idealist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","No","No","No","P.M.","Yes","Start","Yes","No","Me","No","No","Yes","No","Yes","TMI","No","No","Tunes","People","No","No","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","Yes","Umm...","No","Space","Yes","In-person","No","Yes","Yes","Yes","Yay people!","No","No","Yes","No","No","Yes","No","Yes","No","No","Yes","No","Own","Optimist","Dad","No","No","Yes","No","Nope","Yes","No","No","Yes","Yes","No","Only-child","No","No","No",8774,1,26
1982,"Male","under $25,000","Domestic Partners (no kids)","Bachelor's Degree","Libertarian","No","Yes","No","Yes","No","No","Public","Yes","Yes","No","Yes","Yes","No","No","Science","Study first","No","No","No","Yes","Receiving","Yes","No","Pragmatist","No","Yes","Cool headed","Odd hours","No","Happy","Yes","Yes","No","Yes","A.M.","No","End","Yes","Yes","Circumstances","No","Yes","Yes","Yes","No","Mysterious","Yes","No","Talk","Technology","Yes","No","No","Yes","No","Supportive","No","PC","Yes","Risk-friendly","Yes","Yes!","Yes","Space","No","Online","Yes","No","Yes","Yes","Grrr people","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","No","Yes","No","Rent","Optimist","Dad","Yes","Yes","No","Yes","Check!","Yes","No","No","No","Yes","Yes","Yes","No","No","Yes",8778,0,23
1987,"Male","$25,001 - $50,000","Single (no kids)","Doctoral Degree","Republican","Yes","Yes","No","No","Yes","No","Public","No","Yes","No","No","No","Yes","Yes","Science","Try first","Yes","Yes","Yes","No","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","No","Yes","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Talk","Technology","No","Yes","No","No","Yes","Demanding","No","Mac","No","Cautious","No","Umm...","No","Space","No","In-person","No","Yes","Yes","No","Yay people!","No","No","No","No","No","Yes","Yes","No","No","No","No","No","Rent","Pessimist","Mom","No","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes",8795,1,26
1993,"Female","$25,001 - $50,000","Single (no kids)","High School Diploma","Independent","Yes","Yes","No","Yes","No","Yes","Public","No","Yes","Yes","No","Yes","No","Yes","Art","Try first","Yes","Yes","Yes","No","Receiving","Yes","Yes","Idealist","No","Yes","Hot headed","Standard hours","No","Right","No","Yes","Yes","Yes","P.M.","Yes","Start","Yes","No","Circumstances","No","Yes","Yes","No","No","Mysterious","No","No","Tunes","Technology","No","No","Yes","Yes","Yes","Supportive","Yes","Mac","Yes","Risk-friendly","No","Yes!","Yes","Socialize","No","Online","No","No","No","Yes","Grrr people","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","Rent","Optimist","Mom","No","No","Yes","Yes","Check!","No","No","No","No","No","No","Only-child","Yes","No","Yes",8797,1,21
1998,"Female","under $25,000","Single (no kids)","Current K-12","Other","Yes","Yes","No","No","No","No","Private","Yes","No","Yes","Yes","Yes","Yes","Yes","Art","Study first","Yes","Yes","Yes","No","Giving","No","No","Idealist","No","No","Cool headed","Odd hours","Yes","Right","Yes","Yes","No","Yes","P.M.","No","Start","Yes","No","Me","No","No","No","Yes","No","TMI","No","Yes","Tunes","Technology","Yes","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","No","Yes!","Yes","Space","No","In-person","No","No","No","Yes","Grrr people","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","Rent","Pessimist","Mom","No","Yes","Yes","Yes","Check!","No","No","Yes","No","No","Yes","Only-child","Yes","Yes","No",8802,1,22
1998,"Male","$25,001 - $50,000","Single (no kids)","Current K-12","Republican","Yes","Yes","No","No","No","No","Private","Yes","No","Yes","No","No","Yes","Yes","Science","Try first","No","No","No","No","Giving","Yes","No","Pragmatist","Yes","Yes","Hot headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","No","Yes","Yes","Yes","TMI","No","Yes","Tunes","People","Yes","No","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","No","Yes!","No","Space","Yes","In-person","No","No","Yes","No","Grrr people","No","No","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","Rent","Pessimist","Dad","No","Yes","Yes","No","Nope","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes",8808,0,22
1994,"Male","under $25,000","Single (no kids)","Current Undergraduate","Libertarian","No","No","No","No","No","No","Public","Yes","Yes","Yes","Yes","No","Yes","Yes","Science","Study first","Yes","Yes","No","Yes","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","No","Right","No","Yes","No","No","A.M.","No","End","Yes","No","Circumstances","No","Yes","Yes","No","No","Mysterious","No","No","Talk","Technology","Yes","No","Yes","Yes","No","Demanding","No","PC","Yes","Cautious","No","Umm...","Yes","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","No","No","Yes","No","Yes","Yes","No","No","No","No","No","Yes","Own","Optimist","Dad","No","No","No","Yes","Nope","No","No","Yes","Yes","Yes","No","Yes","No","Yes","No",8822,1,26
1999,"Male","$100,001 - $150,000","Single (no kids)","Current K-12","Independent","Yes","Yes","No","No","No","Yes","Public","Yes","No","No","No","No","No","Yes","Art","Try first","Yes","Yes","Yes","No","Giving","No","Yes","Idealist","No","No","Cool headed","Standard hours","No","Happy","No","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","No","Yes","Yes","Yes","Mysterious","No","No","Talk","People","No","No","Yes","Yes","No","Demanding","No","Mac","No","Risk-friendly","Yes","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","Own","Optimist","Mom","No","No","Yes","Yes","Nope","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes",8826,1,26
1992,"Male","under $25,000","Single (no kids)","Associate's Degree","Republican","No","Yes","No","No","No","Yes","Private","No","Yes","No","Yes","Yes","Yes","Yes","Art","Study first","No","No","No","Yes","Receiving","No","Yes","Pragmatist","No","No","Cool headed","Odd hours","No","Happy","No","Yes","No","Yes","P.M.","No","Start","Yes","Yes","Me","Yes","No","No","Yes","Yes","Mysterious","No","No","Tunes","People","No","No","Yes","No","No","Supportive","No","Mac","No","Risk-friendly","No","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Rent","Optimist","Dad","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Only-child","Yes","No","No",8829,1,24
1997,"Female","$25,001 - $50,000","Single (no kids)","Current K-12","Republican","No","No","No","No","No","Yes","Public","Yes","Yes","No","No","Yes","Yes","Yes","Science","Study first","Yes","Yes","No","No","Giving","No","Yes","Idealist","No","Yes","Cool headed","Standard hours","Yes","Happy","Yes","No","Yes","Yes","A.M.","Yes","Start","Yes","No","Circumstances","No","Yes","No","Yes","No","Mysterious","Yes","No","Tunes","Technology","Yes","No","Yes","No","Yes","Demanding","No","PC","No","Cautious","No","Umm...","Yes","Space","No","Online","No","No","Yes","Yes","Grrr people","No","No","Yes","Yes","No","Yes","Yes","No","No","No","No","No","Own","Optimist","Mom","No","No","Yes","Yes","Check!","Yes","No","No","No","Yes","No","Yes","No","Yes","Yes",8834,1,22
1995,"Female","$50,000 - $74,999","Single (no kids)","Current Undergraduate","Independent","No","Yes","No","No","Yes","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Try first","Yes","Yes","Yes","No","Giving","Yes","Yes","Idealist","No","No","Cool headed","Odd hours","No","Right","Yes","Yes","Yes","Yes","P.M.","Yes","End","Yes","No","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","Yes","No","Supportive","Yes","PC","No","Cautious","No","Umm...","Yes","Socialize","Yes","Online","Yes","Yes","No","Yes","Grrr people","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Rent","Pessimist","Mom","No","No","Yes","Yes","Nope","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","No",8845,1,25
1996,"Male","$25,001 - $50,000","Single (no kids)","Current K-12","Other","No","Yes","Yes","No","No","No","Public","No","No","No","Yes","No","Yes","Yes","Art","Study first","No","Yes","No","No","Receiving","No","No","Idealist","No","Yes","Hot headed","Standard hours","No","Happy","No","No","No","Yes","P.M.","Yes","End","Yes","No","Circumstances","No","No","No","Yes","No","Mysterious","No","No","Tunes","Technology","Yes","Yes","Yes","Yes","No","Demanding","No","Mac","Yes","Cautious","No","Umm...","No","Socialize","No","In-person","No","No","Yes","No","Grrr people","No","No","Yes","No","No","No","Yes","No","No","No","No","Yes","Own","Optimist","Mom","No","No","No","Yes","Nope","Yes","No","Yes","Yes","Yes","Yes","Only-child","Yes","Yes","Yes",8872,1,20
1971,"Female","over $150,000","Single (no kids)","Current Undergraduate","Republican","No","Yes","Yes","No","No","Yes","Public","No","Yes","No","No","No","Yes","Yes","Science","Study first","Yes","Yes","No","Yes","Receiving","Yes","No","Pragmatist","No","Yes","Cool headed","Odd hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","End","Yes","No","Circumstances","Yes","Yes","Yes","Yes","Yes","Mysterious","No","No","Tunes","People","Yes","Yes","No","No","Yes","Supportive","No","PC","No","Cautious","Yes","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","No","No","Yes","No","No","No","Yes","No","No","No","Yes","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Yes",8887,0,22
1995,"Female","under $25,000","Single (no kids)","Current Undergraduate","Democrat","No","Yes","No","No","No","Yes","Public","No","Yes","Yes","Yes","No","Yes","No","Science","Try first","No","Yes","Yes","Yes","Giving","Yes","No","Idealist","No","Yes","Hot headed","Odd hours","No","Right","Yes","No","No","Yes","A.M.","No","End","Yes","No","Circumstances","Yes","Yes","No","No","Yes","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","Yes","Yes","Demanding","Yes","PC","Yes","Risk-friendly","Yes","Umm...","Yes","Socialize","No","Online","Yes","No","Yes","No","Grrr people","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Own","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","No","Yes","Only-child","No","No","Yes",8889,1,21
1996,"Female","$25,001 - $50,000","Single (no kids)","Current K-12","Democrat","No","Yes","No","No","Yes","No","Public","No","No","Yes","Yes","Yes","Yes","No","Art","Study first","No","No","Yes","No","Receiving","Yes","No","Idealist","No","Yes","Hot headed","Standard hours","No","Happy","Yes","No","No","Yes","A.M.","Yes","Start","Yes","No","Circumstances","Yes","No","No","Yes","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","Yes","Umm...","No","Space","No","Online","No","No","Yes","Yes","Grrr people","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Own","Pessimist","Mom","No","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes",8904,0,23
1994,"Male","under $25,000","Single (no kids)","Current Undergraduate","Republican","Yes","No","No","No","Yes","Yes","Private","No","No","No","Yes","No","Yes","Yes","Science","Study first","No","Yes","Yes","Yes","Giving","Yes","Yes","Idealist","No","No","Hot headed","Standard hours","No","Happy","Yes","No","No","No","P.M.","Yes","End","Yes","Yes","Circumstances","Yes","No","No","No","Yes","Mysterious","No","No","Talk","Technology","No","No","Yes","Yes","Yes","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","No","Yes","No","Yay people!","No","No","Yes","No","No","No","No","No","No","Yes","No","No","Rent","Optimist","Dad","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes",8909,1,20
1996,"Male","under $25,000","Single (no kids)","Bachelor's Degree","Independent","Yes","Yes","No","Yes","No","Yes","Public","Yes","Yes","No","Yes","Yes","No","Yes","Science","Try first","Yes","Yes","No","No","Receiving","No","Yes","Idealist","No","Yes","Hot headed","Odd hours","Yes","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","Yes","Circumstances","No","Yes","No","Yes","No","Mysterious","Yes","Yes","Tunes","People","No","Yes","No","Yes","No","Supportive","No","PC","No","Cautious","No","Umm...","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","Yes","No","No","No","No","Yes","No","No","No","No","No","Yes","Own","Optimist","Dad","Yes","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes",8912,0,23
